Equipment Name,Type,Flowrate,Pressure,Temperature
Equipment_581,Reactor,293.54,12.71,338.57
Equipment_582,Compressor,411.74,18.25,200.74
Equipment_583,Compressor,279.0,14.59,186.54
Equipment_584,Condenser,78.1,14.22,282.88
Equipment_585,Separator,222.78,12.14,315.54
Equipment_586,Reactor,250.0,13.03,71.99
Equipment_587,Pump,113.73,16.27,318.64
Equipment_588,HeatExchanger,96.12,19.61,306.88
Equipment_589,HeatExchanger,290.96,16.11,256.22
Equipment_590,Condenser,88.31,14.44,168.45
Equipment_591,Separator,186.33,3.58,107.68
Equipment_592,Compressor,385.07,16.52,85.93
Equipment_593,Compressor,483.99,14.98,50.41
Equipment_594,HeatExchanger,373.04,15.64,122.26
Equipment_595,Condenser,496.68,5.39,193.97
Equipment_596,Reactor,364.25,18.17,135.28
Equipment_597,Compressor,182.21,2.85,158.14
Equipment_598,Reactor,352.42,5.82,186.66
Equipment_599,Separator,365.97,13.6,157.89
Equipment_600,Compressor,217.28,13.8,303.62
Equipment_601,Compressor,57.97,6.95,222.1
Equipment_602,Valve,366.44,14.33,56.76
Equipment_603,Compressor,59.77,8.37,129.33
Equipment_604,Pump,334.03,1.0,298.38
Equipment_605,Condenser,123.63,4.09,155.33
Equipment_606,Condenser,304.52,17.77,372.05
Equipment_607,Reactor,276.76,5.23,299.43
Equipment_608,Separator,56.08,3.15,151.47
Equipment_609,Compressor,213.29,13.96,230.74
Equipment_610,Pump,320.49,9.37,283.53
Equipment_611,Reactor,431.87,16.14,117.68
Equipment_612,Valve,449.89,17.37,136.17
Equipment_613,Reactor,267.73,17.07,227.49
Equipment_614,Reactor,377.79,6.95,373.71
Equipment_615,Compressor,192.4,10.61,170.4
Equipment_616,Valve,203.98,13.35,190.75
Equipment_617,Reactor,137.51,7.12,116.72
Equipment_618,Pump,302.88,1.78,257.62
Equipment_619,Pump,191.55,10.42,309.05
Equipment_620,Condenser,87.97,1.24,204.22
Equipment_621,Valve,358.25,19.06,312.59
Equipment_622,Valve,368.49,16.14,155.91
Equipment_623,Condenser,212.0,4.65,297.44
Equipment_624,Reactor,84.53,6.46,140.42
Equipment_625,Valve,241.83,19.67,323.23
Equipment_626,Pump,249.05,8.1,340.72
Equipment_627,Pump,350.9,15.89,329.2
Equipment_628,Compressor,191.94,9.49,125.42
Equipment_629,Valve,357.17,17.42,292.99
Equipment_630,Reactor,442.17,14.37,238.49
Equipment_631,Condenser,156.87,1.44,395.11
Equipment_632,Condenser,490.51,6.59,176.55
Equipment_633,Reactor,223.87,11.6,319.94
Equipment_634,Separator,170.27,18.6,179.53
Equipment_635,HeatExchanger,239.68,2.94,188.9
Equipment_636,Compressor,92.48,12.42,88.85
Equipment_637,Condenser,106.57,6.74,133.88
Equipment_638,Valve,236.5,17.9,107.57
Equipment_639,Compressor,393.1,15.54,105.72
Equipment_640,Valve,455.14,8.02,53.16
Equipment_641,Separator,349.17,4.17,327.82
Equipment_642,Pump,97.35,1.22,213.78
Equipment_643,Compressor,352.41,12.8,331.46
Equipment_644,Condenser,335.94,8.72,264.39
Equipment_645,Compressor,412.59,6.98,340.97
Equipment_646,Compressor,421.36,19.72,226.32
Equipment_647,Compressor,440.69,9.86,82.91
Equipment_648,HeatExchanger,236.36,15.25,265.87
Equipment_649,Compressor,364.04,4.37,287.22
Equipment_650,Valve,170.71,1.26,269.28
Equipment_651,Pump,499.7,8.93,330.47
Equipment_652,Separator,128.9,13.65,306.02
Equipment_653,Reactor,54.55,10.63,201.42
Equipment_654,Compressor,116.96,17.92,336.69
Equipment_655,Condenser,399.14,9.25,292.13
Equipment_656,Compressor,251.05,6.91,92.13
Equipment_657,Condenser,251.38,18.4,238.96
Equipment_658,Valve,479.76,8.73,304.99
Equipment_659,Condenser,463.84,6.12,243.65
Equipment_660,Reactor,190.04,2.86,382.16
Equipment_661,Pump,144.08,16.07,85.52
Equipment_662,Condenser,431.82,16.68,302.81
Equipment_663,Condenser,457.71,1.63,338.56
Equipment_664,Pump,293.72,7.81,295.93
Equipment_665,Reactor,333.24,15.25,184.95
Equipment_666,Compressor,165.61,18.98,184.92
Equipment_667,Condenser,410.36,8.18,255.3
Equipment_668,Pump,334.46,17.57,188.98
Equipment_669,Valve,276.58,8.48,359.11
Equipment_670,Pump,77.05,4.41,88.48
Equipment_671,Valve,462.17,1.07,273.71
Equipment_672,Reactor,326.95,7.27,96.94
Equipment_673,Compressor,136.71,8.19,239.06
Equipment_674,Pump,322.87,18.96,300.45
Equipment_675,Separator,354.86,4.92,107.93
Equipment_676,Separator,286.6,8.26,296.41
Equipment_677,HeatExchanger,373.15,1.48,98.99
Equipment_678,Condenser,311.65,15.51,267.19
Equipment_679,Reactor,476.5,18.39,226.94
Equipment_680,Pump,74.16,5.52,154.33
Equipment_681,Separator,97.81,9.15,89.04
Equipment_682,Condenser,128.15,3.32,307.55
Equipment_683,Separator,360.58,9.68,183.63
Equipment_684,Pump,340.52,3.53,80.29
Equipment_685,Valve,451.43,10.94,320.48
Equipment_686,Pump,379.79,14.96,131.51
Equipment_687,HeatExchanger,278.76,11.51,307.76
Equipment_688,Pump,496.32,5.66,247.71
Equipment_689,Pump,169.75,7.72,118.09
Equipment_690,HeatExchanger,424.94,13.13,76.74
Equipment_691,Reactor,242.06,12.21,257.64
Equipment_692,Pump,341.93,3.6,58.82
Equipment_693,HeatExchanger,377.27,17.05,72.91
Equipment_694,Condenser,335.19,10.03,295.78
Equipment_695,Valve,113.23,4.09,238.61
Equipment_696,Valve,249.33,3.33,164.2
Equipment_697,Pump,302.65,19.35,238.73
Equipment_698,Reactor,432.07,6.35,257.08
Equipment_699,Reactor,249.64,18.26,247.85
Equipment_700,Condenser,463.44,8.8,274.89
Equipment_701,Pump,248.17,8.33,379.1
Equipment_702,Valve,296.95,14.32,186.07
Equipment_703,Reactor,408.33,1.19,155.4
Equipment_704,Pump,312.38,7.42,63.45
Equipment_705,Separator,482.1,6.75,101.48
Equipment_706,Reactor,347.15,17.49,87.19
Equipment_707,HeatExchanger,285.22,11.05,167.41
Equipment_708,Separator,60.62,7.93,263.5
Equipment_709,Reactor,236.18,6.06,66.22
Equipment_710,Valve,184.66,12.22,304.68
Equipment_711,Compressor,386.65,3.88,189.1
Equipment_712,Separator,143.72,5.68,387.23
Equipment_713,Condenser,142.35,6.58,248.93
Equipment_714,Condenser,135.28,12.55,319.98
Equipment_715,Valve,106.53,8.09,351.41
Equipment_716,Reactor,189.95,10.61,361.1
Equipment_717,Pump,448.66,13.36,231.46
Equipment_718,Reactor,398.72,19.17,188.86
Equipment_719,Valve,380.86,15.53,246.18
Equipment_720,Condenser,408.8,8.7,190.72
Equipment_721,Reactor,171.24,15.22,134.25
Equipment_722,Condenser,449.35,19.04,163.37
Equipment_723,Separator,111.79,10.49,131.47
Equipment_724,Pump,201.36,8.8,144.3
Equipment_725,Separator,314.04,2.48,82.76
Equipment_726,Condenser,96.31,17.96,199.26
Equipment_727,Condenser,378.56,5.68,132.35
Equipment_728,Compressor,224.26,2.22,206.93
Equipment_729,Compressor,402.98,11.21,327.27
Equipment_730,Separator,271.8,17.07,206.91
Equipment_731,HeatExchanger,131.39,8.73,384.11
Equipment_732,Separator,380.64,15.88,101.74
Equipment_733,Compressor,163.46,16.89,347.59
Equipment_734,Condenser,270.86,9.63,136.89
Equipment_735,Valve,83.99,12.23,376.88
Equipment_736,Separator,328.04,11.14,129.5
Equipment_737,Condenser,349.64,18.84,311.44
Equipment_738,Valve,220.4,14.78,71.74
Equipment_739,Valve,479.49,18.58,270.43
Equipment_740,Compressor,443.38,5.18,126.54
Equipment_741,Separator,368.57,6.89,284.56
Equipment_742,Reactor,371.14,2.35,272.54
Equipment_743,Pump,163.58,10.5,373.29
Equipment_744,Compressor,345.57,17.6,269.34
Equipment_745,Compressor,139.19,7.21,192.89
Equipment_746,Reactor,114.8,3.44,117.75
Equipment_747,Pump,499.76,2.3,280.11
Equipment_748,Condenser,330.07,9.5,90.73
Equipment_749,HeatExchanger,243.94,4.12,339.98
Equipment_750,Separator,179.67,7.58,136.57
Equipment_751,HeatExchanger,321.76,16.58,233.46
Equipment_752,Condenser,72.32,8.3,258.58
Equipment_753,Compressor,92.61,12.59,176.87
Equipment_754,Pump,64.79,10.54,282.36
Equipment_755,Compressor,274.63,14.65,137.58
Equipment_756,Valve,320.27,3.97,62.12
Equipment_757,Compressor,78.12,18.49,385.74
Equipment_758,Compressor,374.55,13.23,162.02
Equipment_759,Condenser,153.68,6.15,299.71
Equipment_760,Condenser,358.34,3.34,227.64
Equipment_761,Condenser,491.85,3.84,284.15
Equipment_762,HeatExchanger,361.0,15.87,88.83
Equipment_763,Valve,447.44,12.17,231.6
Equipment_764,Condenser,476.69,8.23,187.28
Equipment_765,Pump,269.04,7.33,208.15
Equipment_766,HeatExchanger,366.05,17.26,388.17
Equipment_767,Reactor,433.39,17.62,97.7
Equipment_768,Pump,210.47,12.04,314.15
Equipment_769,Separator,167.63,10.97,165.62
Equipment_770,Separator,475.97,16.51,151.63
Equipment_771,Pump,376.84,15.24,144.77
Equipment_772,Condenser,148.86,8.61,172.07
Equipment_773,Reactor,252.09,2.57,174.99
Equipment_774,Reactor,408.4,15.6,144.76
Equipment_775,HeatExchanger,296.18,4.21,283.62
Equipment_776,Reactor,342.48,1.31,66.7
Equipment_777,Separator,389.2,17.02,166.3
Equipment_778,Valve,329.9,11.99,148.07
Equipment_779,Condenser,293.04,17.94,313.0
Equipment_780,Reactor,387.33,10.21,101.27
Equipment_781,HeatExchanger,377.4,18.6,379.24
Equipment_782,Separator,333.44,7.73,109.68
Equipment_783,Valve,211.91,14.77,179.51
Equipment_784,Compressor,232.62,6.72,119.9
Equipment_785,Compressor,486.7,1.02,150.34
Equipment_786,Valve,100.57,8.22,316.36
Equipment_787,Separator,170.83,15.02,216.74
Equipment_788,HeatExchanger,271.58,3.85,106.9
Equipment_789,Valve,426.53,10.59,66.32
Equipment_790,Condenser,123.65,5.03,130.47
Equipment_791,Condenser,174.63,2.42,380.96
Equipment_792,Compressor,79.61,12.73,345.86
Equipment_793,Reactor,367.69,19.09,204.06
Equipment_794,HeatExchanger,157.19,6.9,218.7
Equipment_795,Compressor,224.9,12.03,364.78
Equipment_796,Reactor,249.67,19.12,256.97
Equipment_797,Reactor,451.09,13.36,358.27
Equipment_798,Condenser,235.1,13.79,222.14
Equipment_799,Separator,115.35,4.4,120.03
Equipment_800,Pump,285.94,10.36,304.07
Equipment_801,Separator,483.33,7.97,234.24
Equipment_802,Pump,323.46,9.95,283.95
Equipment_803,Valve,492.52,16.22,105.03
Equipment_804,Condenser,428.5,9.75,276.66
Equipment_805,Reactor,66.18,2.19,183.79
Equipment_806,HeatExchanger,346.28,18.21,166.2
Equipment_807,Pump,179.05,11.35,285.02
Equipment_808,Separator,301.83,18.57,257.28
Equipment_809,Reactor,175.71,11.87,277.19
Equipment_810,Pump,206.99,2.32,387.87
Equipment_811,Pump,465.43,11.5,295.42
Equipment_812,Pump,142.99,11.94,274.31
Equipment_813,HeatExchanger,443.35,5.07,264.74
Equipment_814,Condenser,63.71,9.95,189.55
Equipment_815,HeatExchanger,90.89,9.73,343.72
Equipment_816,Compressor,434.6,12.83,183.33
Equipment_817,Reactor,333.75,5.93,295.09
Equipment_818,Condenser,386.26,12.05,152.6
Equipment_819,Condenser,144.24,5.58,101.71
Equipment_820,Condenser,291.69,9.48,95.42
Equipment_821,Separator,381.75,3.33,272.1
Equipment_822,Condenser,332.29,1.71,164.78
Equipment_823,HeatExchanger,262.26,7.09,146.27
Equipment_824,Condenser,481.9,6.22,257.22
Equipment_825,Valve,354.27,8.73,58.98
Equipment_826,Reactor,458.49,19.28,136.18
Equipment_827,Condenser,378.4,10.92,169.19
Equipment_828,Reactor,380.96,11.51,297.93
Equipment_829,Valve,86.01,18.89,240.75
Equipment_830,Valve,211.76,18.5,349.6
Equipment_831,Reactor,436.27,17.8,167.08
Equipment_832,Pump,154.67,2.86,153.75
Equipment_833,Compressor,101.98,13.05,61.62
Equipment_834,Separator,196.75,16.35,383.1
Equipment_835,Pump,149.2,16.88,225.52
Equipment_836,Pump,466.38,11.98,225.88
Equipment_837,HeatExchanger,440.58,1.33,373.2
Equipment_838,Separator,274.86,19.5,151.47
Equipment_839,Separator,77.6,9.97,166.24
Equipment_840,Pump,371.55,8.48,279.72
Equipment_841,Condenser,330.54,8.5,324.81
Equipment_842,HeatExchanger,486.75,9.06,294.76
Equipment_843,HeatExchanger,301.53,5.6,326.05
Equipment_844,Valve,201.38,7.22,251.29
Equipment_845,Separator,283.56,19.72,351.99
Equipment_846,Pump,490.67,8.0,242.54
Equipment_847,Valve,363.36,11.01,130.27
Equipment_848,Reactor,352.39,17.12,239.6
Equipment_849,Compressor,158.31,11.02,299.53
Equipment_850,HeatExchanger,384.62,7.16,278.75
Equipment_851,Reactor,387.62,10.95,135.06
Equipment_852,Reactor,192.78,3.17,64.38
Equipment_853,Condenser,267.67,3.47,138.37
Equipment_854,Compressor,182.57,14.19,394.41
Equipment_855,Reactor,166.42,18.43,114.56
Equipment_856,Reactor,61.65,14.79,212.53
Equipment_857,Compressor,178.35,2.42,273.42
Equipment_858,Compressor,299.29,8.66,357.82
Equipment_859,Reactor,50.72,1.05,316.09
Equipment_860,Compressor,177.45,10.71,368.13
Equipment_861,Reactor,446.63,4.67,261.53
Equipment_862,Reactor,317.14,17.49,352.86
Equipment_863,Condenser,323.54,2.98,142.35
Equipment_864,Pump,231.51,1.03,200.7
Equipment_865,Reactor,354.41,9.57,345.32
Equipment_866,Valve,135.47,3.95,163.95
Equipment_867,HeatExchanger,418.44,15.02,354.93
Equipment_868,Separator,102.51,18.48,177.09
Equipment_869,Pump,345.2,1.8,177.19
Equipment_870,Pump,203.52,8.52,158.16
Equipment_871,Pump,386.38,19.94,241.43
Equipment_872,Condenser,297.39,14.92,95.17
Equipment_873,Reactor,253.56,19.11,62.81
Equipment_874,Condenser,126.24,4.12,364.09
Equipment_875,Reactor,336.57,5.21,375.13
Equipment_876,Condenser,488.65,3.94,76.66
Equipment_877,Condenser,421.52,6.75,242.39
Equipment_878,HeatExchanger,77.0,14.76,238.89
Equipment_879,Valve,219.3,4.13,180.35
Equipment_880,Condenser,466.51,10.96,249.12
Equipment_881,HeatExchanger,276.37,6.11,210.34
Equipment_882,Compressor,347.95,16.75,221.37
Equipment_883,Valve,460.67,1.13,314.37
Equipment_884,Condenser,443.21,5.24,234.09
Equipment_885,Separator,275.82,12.5,163.28
Equipment_886,Pump,246.94,2.84,253.51
Equipment_887,Compressor,202.86,9.86,274.26
Equipment_888,Compressor,373.56,9.29,281.81
Equipment_889,HeatExchanger,179.14,17.2,266.41
Equipment_890,Compressor,162.45,12.88,282.61
Equipment_891,Valve,210.31,13.15,158.53
Equipment_892,Condenser,129.75,19.08,206.15
Equipment_893,Condenser,362.8,19.66,284.05
Equipment_894,Separator,327.31,13.41,314.03
Equipment_895,Pump,267.3,10.92,201.95
Equipment_896,HeatExchanger,225.65,12.55,177.87
Equipment_897,Pump,459.08,8.27,300.56
Equipment_898,Compressor,63.11,19.76,127.76
Equipment_899,Separator,396.1,14.4,53.32
Equipment_900,Pump,455.86,6.53,214.91
Equipment_901,Valve,250.86,2.1,110.68
Equipment_902,Condenser,297.81,1.85,182.4
Equipment_903,Compressor,475.01,4.89,151.93
Equipment_904,Separator,145.52,5.43,322.04
Equipment_905,Pump,284.06,8.89,165.99
Equipment_906,HeatExchanger,263.62,5.08,274.24
Equipment_907,Valve,166.28,12.99,285.87
Equipment_908,Valve,418.37,5.01,209.76
Equipment_909,Pump,454.82,4.57,78.38
Equipment_910,Condenser,401.87,9.95,295.13
Equipment_911,Pump,137.91,17.88,76.31
Equipment_912,Compressor,89.04,9.9,84.72
Equipment_913,Pump,322.45,8.86,118.6
Equipment_914,Valve,75.69,11.98,148.13
Equipment_915,Separator,352.77,5.89,346.26
Equipment_916,Pump,288.69,7.72,286.22
Equipment_917,Condenser,348.25,5.06,185.52
Equipment_918,Separator,315.58,11.86,392.52
Equipment_919,HeatExchanger,240.22,14.25,135.26
Equipment_920,Reactor,140.39,13.8,263.44
Equipment_921,Pump,187.57,5.84,346.52
Equipment_922,Condenser,286.03,15.81,330.71
Equipment_923,Separator,343.34,5.86,81.61
Equipment_924,Condenser,400.77,3.86,294.05
Equipment_925,HeatExchanger,395.23,7.65,140.25
Equipment_926,Valve,487.71,12.36,174.51
Equipment_927,Condenser,178.63,3.7,221.15
Equipment_928,Separator,82.0,13.31,326.76
Equipment_929,Condenser,205.55,17.4,108.17
Equipment_930,Condenser,384.48,6.57,87.99
Equipment_931,Condenser,247.15,9.55,103.7
Equipment_932,Compressor,418.0,5.34,126.38
Equipment_933,Compressor,297.2,7.86,70.83
Equipment_934,Valve,468.41,1.42,374.22
Equipment_935,Pump,476.54,19.12,161.68
Equipment_936,Condenser,81.19,8.9,111.94
Equipment_937,HeatExchanger,255.39,15.99,273.24
Equipment_938,Pump,324.36,3.71,325.45
Equipment_939,HeatExchanger,165.14,16.43,313.63
Equipment_940,Pump,233.18,17.34,301.55
Equipment_941,Valve,354.96,14.59,67.69
Equipment_942,Condenser,152.03,18.16,323.76
Equipment_943,Condenser,320.89,4.18,225.66
Equipment_944,Reactor,363.85,10.05,277.18
Equipment_945,HeatExchanger,90.72,12.78,384.75
Equipment_946,Pump,273.89,12.33,333.74
Equipment_947,Pump,168.39,17.36,338.88
Equipment_948,Compressor,375.97,5.1,113.51
Equipment_949,Reactor,135.3,4.34,216.75
Equipment_950,Separator,451.51,5.81,382.26
Equipment_951,Separator,243.92,17.94,253.94
Equipment_952,Compressor,139.1,18.88,85.91
Equipment_953,Compressor,247.11,11.82,306.14
Equipment_954,Compressor,233.93,10.53,65.02
Equipment_955,HeatExchanger,243.01,12.5,309.8
Equipment_956,HeatExchanger,313.5,12.71,357.92
Equipment_957,Valve,284.53,4.24,198.84
Equipment_958,Valve,117.4,14.04,194.76
Equipment_959,Compressor,79.51,9.59,156.47
Equipment_960,Reactor,378.24,10.83,356.93
Equipment_961,Pump,301.87,1.58,241.72
Equipment_962,HeatExchanger,211.55,15.53,252.74
Equipment_963,Reactor,413.76,16.87,281.6
Equipment_964,Condenser,224.63,12.77,155.08
Equipment_965,HeatExchanger,408.18,15.23,201.48
Equipment_966,HeatExchanger,187.59,10.93,309.56
Equipment_967,Valve,82.78,12.75,394.92
Equipment_968,Pump,469.69,8.5,62.01
Equipment_969,Pump,227.55,16.05,64.93
Equipment_970,Separator,406.71,9.9,199.83
Equipment_971,Separator,175.61,13.92,280.87
Equipment_972,Separator,340.86,12.81,185.23
Equipment_973,Separator,442.99,14.34,399.87
Equipment_974,Condenser,68.74,15.92,118.38
Equipment_975,Condenser,423.79,10.74,52.77
Equipment_976,HeatExchanger,307.1,16.45,116.55
Equipment_977,Compressor,323.36,10.45,360.39
Equipment_978,Valve,285.42,19.18,100.8
Equipment_979,Valve,443.51,15.3,217.64
Equipment_980,Separator,69.55,4.25,196.75
Equipment_981,HeatExchanger,167.46,16.76,283.0
Equipment_982,Reactor,444.09,11.48,69.11
Equipment_983,Compressor,388.56,19.7,280.56
Equipment_984,HeatExchanger,57.94,14.66,174.16
Equipment_985,Compressor,282.65,2.6,374.11
Equipment_986,Compressor,288.31,8.5,347.11
Equipment_987,Compressor,230.4,10.83,189.83
Equipment_988,HeatExchanger,183.83,16.94,397.51
Equipment_989,Separator,356.78,14.86,68.18
Equipment_990,Valve,143.51,8.02,326.02
Equipment_991,Valve,409.53,13.42,201.84
Equipment_992,Separator,411.37,11.96,201.66
Equipment_993,Compressor,236.87,3.39,109.55
Equipment_994,Reactor,177.6,5.46,230.21
Equipment_995,Pump,177.75,7.48,79.65
Equipment_996,HeatExchanger,267.03,4.71,265.8
Equipment_997,Pump,373.81,3.85,134.56
Equipment_998,Separator,211.49,2.11,303.7
Equipment_999,Reactor,324.52,17.59,262.58
Equipment_1000,HeatExchanger,222.12,6.49,311.24
Equipment_1001,Separator,187.04,6.52,312.41
Equipment_1002,Compressor,61.19,4.92,118.85
Equipment_1003,Valve,51.76,10.03,50.24
Equipment_1004,Pump,152.24,10.77,178.02
Equipment_1005,Condenser,232.88,4.96,371.67
Equipment_1006,Condenser,433.07,12.56,252.26
Equipment_1007,Reactor,409.32,14.74,304.63
Equipment_1008,Compressor,170.22,8.1,357.85
Equipment_1009,Pump,160.04,12.12,367.12
Equipment_1010,Compressor,152.29,10.54,235.16
Equipment_1011,Pump,202.66,4.72,239.33
Equipment_1012,Reactor,274.19,14.87,347.83
Equipment_1013,Reactor,247.4,16.23,332.62
Equipment_1014,Condenser,148.22,13.33,294.6
Equipment_1015,Compressor,108.7,7.15,261.56
Equipment_1016,HeatExchanger,55.66,18.61,266.03
Equipment_1017,Condenser,119.28,9.65,177.02
Equipment_1018,Compressor,367.41,6.05,344.32
Equipment_1019,Condenser,159.64,8.76,266.22
Equipment_1020,HeatExchanger,260.87,14.15,128.23
Equipment_1021,Valve,316.09,17.07,133.95
Equipment_1022,Valve,449.08,7.77,351.56
Equipment_1023,Valve,449.98,5.42,269.0
Equipment_1024,Valve,385.58,12.9,189.55
Equipment_1025,Separator,65.82,18.5,115.49
Equipment_1026,Pump,308.78,4.48,263.58
Equipment_1027,Separator,403.96,16.26,114.51
Equipment_1028,Separator,57.78,10.06,214.56
Equipment_1029,Separator,297.36,16.19,287.13
Equipment_1030,Valve,435.99,10.61,247.9
Equipment_1031,HeatExchanger,263.35,8.17,372.73
Equipment_1032,Reactor,51.85,14.24,63.9
Equipment_1033,Reactor,54.96,18.11,147.93
Equipment_1034,Pump,237.49,7.08,69.98
Equipment_1035,Valve,119.75,9.75,118.11
Equipment_1036,Valve,349.0,5.36,93.39
Equipment_1037,Valve,368.96,4.48,306.43
Equipment_1038,Condenser,130.05,15.78,179.28
Equipment_1039,Compressor,449.84,4.81,373.77
Equipment_1040,Condenser,248.86,16.07,58.18
Equipment_1041,Compressor,114.28,9.16,278.52
Equipment_1042,Valve,393.91,19.91,389.69
Equipment_1043,Valve,405.49,4.75,111.54
Equipment_1044,Condenser,337.68,2.77,204.85
Equipment_1045,Condenser,434.06,2.43,295.66
Equipment_1046,Compressor,381.82,16.87,271.6
Equipment_1047,Reactor,446.99,9.32,248.11
Equipment_1048,Compressor,245.25,1.06,164.36
Equipment_1049,Condenser,386.42,17.62,304.87
Equipment_1050,HeatExchanger,499.89,17.66,278.64
Equipment_1051,Condenser,376.22,16.32,106.98
Equipment_1052,HeatExchanger,101.38,5.72,387.43
Equipment_1053,Pump,283.24,8.08,244.49
Equipment_1054,Condenser,314.31,15.15,233.91
Equipment_1055,Pump,128.39,10.3,346.88
Equipment_1056,Reactor,483.3,3.92,274.14
Equipment_1057,Compressor,129.01,5.61,76.07
Equipment_1058,HeatExchanger,129.9,19.48,227.31
Equipment_1059,Compressor,461.83,3.87,323.21
Equipment_1060,Pump,259.34,14.8,294.99
Equipment_1061,HeatExchanger,78.43,10.08,389.77
Equipment_1062,Compressor,319.18,15.22,58.72
Equipment_1063,Condenser,320.82,13.56,141.43
Equipment_1064,Valve,79.03,9.34,242.2
Equipment_1065,Pump,487.64,7.72,266.82
Equipment_1066,Compressor,294.81,15.33,146.02
Equipment_1067,Pump,301.91,7.14,339.38
Equipment_1068,Separator,284.05,15.97,107.52
Equipment_1069,Pump,324.83,13.92,50.3
Equipment_1070,HeatExchanger,168.93,11.98,383.34
Equipment_1071,Separator,179.26,8.01,187.04
